Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M,target
-0.5745581331424137,-0.4321487936470637,-1.0644241467266957,-0.6418982280024725,-0.6076853645006243,-0.7262115735818162,-0.6382168891980078,0.0,1.0,1
-1.4489858478494209,-1.4399289969040678,-1.1839783068513943,-1.2302771064644882,-1.1709098401337676,-1.205221240836591,-1.2129873174176684,0.0,1.0,0
0.05003309164830575,0.12213031814428864,-0.10799086572910815,-0.3094692602752332,-0.46349989873853953,-0.35668983027099027,-0.2071390680332622,0.0,0.0,0
-0.6994763781005576,-0.4321487936470637,-0.3470991859785052,-0.6378193449628745,-0.6482375267462106,-0.6075996559758721,-0.6022937374342789,0.0,1.0,0
-1.6155435077936124,-1.5407070172297683,-1.4230866271007911,-1.272085657620368,-1.2159677981844192,-1.2873371837945522,-1.320756772708855,1.0,0.0,0
-0.8243946230587016,-1.0872059257641167,-1.0644241467266957,-0.9733074749698124,-0.983919314223564,-0.9406254246387155,-0.8537557997803805,1.0,0.0,0
0.05003309164830575,0.07174130798143838,0.2506716146449868,-0.10450538753543243,-0.55136291693731,-0.35668983027099027,0.6550165742962291,0.0,0.0,2
0.1749513366064497,0.1725193283071389,-0.3470991859785052,-0.12388008197352296,-0.2945325560485966,-0.2836978809750245,0.15209244960402588,0.0,0.0,1
-0.40800047319822214,-0.38175978348421347,-0.3470991859785052,-0.6510757148415682,-0.6437317309411454,-0.6212856464688656,-0.5304474339068213,0.0,1.0,0
0.21659075159249772,0.3236863587956897,0.2506716146449868,0.1341092702810522,-0.202163742044761,-0.27001189048203095,0.5831702707687715,0.0,0.0,1
0.00839367666225776,-0.2809817631585129,0.011563294395590387,-0.4532498874210637,-0.7451121365551112,-0.301945868299016,-0.2071390680332622,0.0,0.0,1
-0.7827552080726535,-0.5833158241356144,-0.7057616663526005,-0.8621579121407661,-0.8645157253893376,-0.9086914468217304,-0.7459863444891941,0.0,1.0,0
-0.28308222824007817,-0.2809817631585129,-0.10799086572910815,-0.5858135862079997,-0.6392259351360803,-0.7809555355537905,-0.3508316750881773,0.0,1.0,1
0.09167250663435374,-0.02903671234426159,0.13111745452028825,-0.2941734488767407,-0.39140716585749713,-0.08753201724211666,-0.24306221979699105,0.0,0.0,0
-0.4496398881842701,-0.5329268139727642,-0.9448699866019973,-0.7204167265147347,-0.8645157253893376,-0.9132534436527283,-0.38675482685190615,0.0,0.0,0
-0.19980339826798219,-0.07942572250711186,-0.22754502585380668,-0.334962279272721,-0.4567412050309418,-0.4342437763979536,0.008399842549110562,0.0,1.0,1
-1.407346432863373,-1.288761966415517,-1.3035324669760926,-1.0977134076775523,-1.1911859212565608,-1.2873371837945522,-0.8896789515441093,1.0,0.0,0
-0.6994763781005576,-0.6840938444613145,-0.9448699866019973,-0.7703830437498105,-0.7721469113855022,-0.8539474848497562,-0.7819094962529229,0.0,0.0,0
-1.324067602891277,-1.1375949359269668,-1.4230866271007911,-1.1690938608705177,-1.1821743296464304,-1.2554032059775675,-0.9974484068352957,0.0,1.0,0
-0.6161975481284616,-0.8856498851127155,-0.9448699866019973,-0.9131439501357415,-0.8509983379741421,-0.9634354087937047,-0.8896789515441093,0.0,1.0,0
-1.407346432863373,-1.288761966415517,-1.0644241467266957,-1.1894882760685077,-1.1889330233540283,-1.0820473263996488,-1.1770641656539398,0.0,1.0,1
-1.199149357933133,-1.3391509765783673,-0.9448699866019973,-1.2302771064644882,-1.258772858332538,-1.2006592440055932,-1.105217862126482,1.0,0.0,0
0.34150899655064076,0.3236863587956897,0.3702257747696853,0.22588413867200793,0.30699118392760055,0.30479971022369856,0.22393875313148354,0.0,0.0,1
0.21659075159249772,0.07174130798143838,-0.10799086572910815,-0.13305756881261865,-0.18639345672703297,0.26830373557571574,-0.2789853715607197,0.0,0.0,0
0.7579031464111207,0.7267984400984913,0.6093340950190824,0.678640156067389,0.6922367252606707,1.098587158817325,0.47540081547758495,0.0,0.0,0
0.2998695815645937,0.3236863587956897,0.011563294395590387,0.20345028195421877,0.104230372699669,0.06757587501181024,0.4394776637138561,0.0,0.0,1
0.46642724150878473,0.42446437912139023,1.087550735517876,0.3400928637807528,0.15829992236045082,0.8339913426194498,0.3317082084226696,0.0,0.0,1
0.5497060714808807,0.37407536895854,0.011563294395590387,0.2085488857537164,-0.015173216134557499,0.4872795834636129,0.29578505665894117,0.0,1.0,1
0.6746243164390247,0.676409429935641,0.9679965753931773,0.2197658141126109,0.15604702445791824,0.35041967853367717,0.40355451195012726,0.0,1.0,1
0.4247878265227367,0.1725193283071389,0.011563294395590387,0.07088658316728295,0.15154122865285308,0.42341162782964287,-0.2789853715607197,0.0,1.0,1
0.46642724150878473,0.6260204197727908,0.6093340950190824,0.34417174682035084,0.15379412655538566,0.5602715327595783,0.6550165742962291,0.0,1.0,0
1.2992155412297446,1.5330226027040954,0.6093340950190824,1.6524734817714184,1.109022837229197,0.9115452887464134,1.589018520153178,0.0,0.0,1
1.1742972962716005,1.1802995315641436,0.6093340950190824,1.0386015843119152,0.8657098637556788,1.6140928007200825,0.798709181351144,0.0,1.0,1
1.2992155412297446,1.432244582378395,0.8484424152684789,1.9767446834194617,2.052987058390345,1.9334325788899325,1.553095368389449,0.0,0.0,1
1.5074126161599835,1.432244582378395,1.4462132158919714,1.796254108917249,1.2329322218684884,2.1067884584678507,1.8045574307355505,0.0,0.0,1
-0.49127930317031765,-0.5329268139727642,-0.8253158264772991,-0.7122589604355386,-0.5964208749879614,-0.5163597193559151,-0.8178326480166517,0.0,1.0,0
0.13331192162040173,0.676409429935641,0.3702257747696853,0.7918291604162345,0.7710881518493106,1.1578931176202971,0.7268628778236867,0.0,0.0,1
-0.6161975481284616,-0.5329268139727642,-0.8253158264772991,-0.624562975084181,-0.55136291693731,-0.5847896718208828,-0.6741400409617366,0.0,0.0,0
0.4247878265227367,0.37407536895854,-0.10799086572910815,0.11065569280336365,0.09747167899207128,0.20899777677274356,0.15209244960402588,0.0,0.0,1
-1.407346432863373,-1.1879839460898172,-1.1839783068513943,-1.0222540714449888,-1.01545988485902,-0.8630714785117519,-1.0692947103627533,0.0,1.0,0
-0.6161975481284616,-0.7344828546241647,-0.8253158264772991,-0.8234085232645849,-0.7789056050930998,-0.8174515102017734,-0.8896789515441093,0.0,0.0,0
0.21659075159249772,0.1725193283071389,-0.10799086572910815,0.046413284929694765,0.011861558695833408,0.14056782430777595,0.22393875313148354,0.0,0.0,1
-2.365052977542476,-2.346931179835372,-2.25996574797368,-1.5474102627932347,-1.4773039548781974,-1.4333210823864837,-1.5722188350549566,1.0,0.0,0
-2.6565288824448117,-2.5988762306496236,-2.0208574277242835,-1.6045146253476072,-1.5043387297085884,-1.510875028513447,-1.6296958778769224,1.0,0.0,0
-2.6148894674587635,-2.5988762306496236,-2.140411587848982,-1.6045146253476072,-1.5403850961491097,-1.5336850126684363,-1.6081419868186853,1.0,0.0,0
-1.115870527961037,-1.1375949359269668,-1.0644241467266957,-1.2761645406599658,-1.2249793897945496,-1.237155218653576,-1.1770641656539398,1.0,0.0,0
-0.4496398881842701,-0.38175978348421347,-0.46665334610320375,-0.5083148084556371,-0.2990383518536618,0.42341162782964287,-0.7100631927254653,0.0,1.0,0
-0.5329187181563656,-0.33137077332136317,-0.46665334610320375,-0.7510083493117198,-0.8194577673386862,-0.6440956306238549,-0.6382168891980078,0.0,0.0,0
-1.6571829227796604,-1.641485037555469,-1.6621949473501878,-1.3618210844915246,-1.279048939455331,-1.4150730950624921,-1.3926030762363124,1.0,0.0,0
0.00839367666225776,0.1725193283071389,0.4897799348943839,0.013782220612910505,-0.021931909842155223,0.3002377133927007,0.04432299431283939,0.0,0.0,0
-0.03324573832379023,0.021352297818588113,-0.46665334610320375,-0.4767034648987525,-0.5446042232297122,-0.6349716369618592,-0.3508316750881773,1.0,0.0,0
-1.0325916979889411,-0.8856498851127155,-1.0644241467266957,-1.0722203886800648,-1.0177127827615526,-1.1002953137236402,-0.9974484068352957,0.0,1.0,0
-0.3247216432261261,-0.48253780380991396,-0.22754502585380668,-0.5858135862079997,-0.44998251132334405,-0.7718315418917948,-0.5663705856705501,0.0,1.0,0
-0.4496398881842701,-0.48253780380991396,-0.46665334610320375,-0.7163378434751366,-0.6707665057715364,-0.6851536021028356,-0.6382168891980078,0.0,0.0,0
-0.9909522830028931,-0.9864279054384161,-0.9448699866019973,-0.9049861840565454,-0.8397338484614794,-0.8128895133707755,-0.925602103307838,0.0,1.0,0
-0.19980339826798219,-0.07942572250711186,0.011563294395590387,-0.3410806038321181,-0.46349989873853953,-0.046474045763136206,-0.13529276450580455,0.0,0.0,0
